"id","level","prompt","correct","distractor1","distractor2","distractor3"
"chemistry-l4-528","4","What is the record for the most protons ever observed in a synthesized atom?","118","120","116","114"
"chemistry-l4-529","4","Which compound has the highest known molecular weight among single molecules?","Tobacco mosaic virus","Hemoglobin","Ribozyme","Protein complex"
"chemistry-l4-530","4","What is the record for the lowest density of any solid element at room temperature?","Lithium","Sodium","Potassium","Magnesium"
"chemistry-l4-531","4","What is the record for the highest pressure ever generated in a laboratory?","Over 500 GPa","Over 100 GPa","Over 50 GPa","Over 10 GPa"
"chemistry-l4-532","4","Marie Curie was the first woman to win a Nobel Prize. In which year did she receive her first Nobel Prize in Physics?","1903","1901","1905","1911"
"chemistry-l4-533","4","Linus Pauling won Nobel Prizes in two different categories. Which of the following was NOT one of them?","Physics","Chemistry","Peace","Medicine"
"chemistry-l4-534","4","Which chemist developed the periodic table of elements in 1869?","Dmitri Mendeleev","Alfred Nobel","Henry Moseley","Johann Döbereiner"
"chemistry-l4-535","4","Dorothy Hodgkin was famous for her work using X-ray crystallography. Which molecule's structure did she famously determine?","Vitamin B12","DNA","Penicillin","Hemoglobin"
"chemistry-l4-536","4","Antoine Lavoisier is often called the father of modern chemistry. In which country was he born?","France","Germany","Italy","Sweden"
"chemistry-l4-537","4","Robert Boyle formulated Boyle's Law. What is the primary relationship described in this law?","Pressure and volume are inversely proportional","Temperature and volume are directly proportional","Pressure and temperature are inversely proportional","Density and pressure are directly proportional"
"chemistry-l4-538","4","August Kekulé is famous for discovering the structure of benzene. What shape did he determine benzene to have?","Hexagonal ring","Square ring","Pentagonal ring","Linear chain"
"chemistry-l4-539","4","Humphry Davy discovered several chemical elements. Which of the following elements did he NOT discover?","Oxygen","Potassium","Sodium","Calcium"
"chemistry-l4-540","4","Jöns Jakob Berzelius developed the modern system of chemical notation. In which country did he work primarily?","Sweden","Norway","Denmark","Finland"
"chemistry-l4-541","4","Glenn T. Seaborg co-discovered plutonium. How many elements did he contribute to discovering or naming?","10","5","15","8"
"chemistry-l4-542","4","Rosalind Franklin's Photo 51 was crucial in determining the structure of DNA. What was her primary field of expertise?","X-ray crystallography","Nuclear chemistry","Organic synthesis","Spectroscopy"
"chemistry-l4-543","4","Alfred Nobel invented dynamite. What other major contribution did he make to chemistry?","Development of nitroglycerin applications","Discovery of noble gases","Development of plastic polymers","Invention of the spectrometer"
"chemistry-l4-544","4","Jacobus van 't Hoff won the first Nobel Prize in Chemistry. In which year was this?","1901","1903","1899","1905"
"chemistry-l4-545","4","Amedeo Avogadro proposed Avogadro's Law. What is the number known as Avogadro's number approximately equal to?","6.022 × 10²³","3.14 × 10²³","9.11 × 10²⁴","1.38 × 10²²"
"chemistry-l4-546","4","Linus Pauling made significant contributions to understanding chemical bonding. Which concept is primarily associated with his name?","Electronegativity","Atomic radius","Ionization energy","Electron affinity"
"chemistry-l4-547","4","Joseph Gay-Lussac formulated Gay-Lussac's Law. What is the primary relationship in this gas law?","Pressure and temperature are directly proportional","Volume and temperature are inversely proportional","Pressure and volume are directly proportional","Density and volume are inversely proportional"
"chemistry-l4-548","4","Hedy Lamarr, known as an actress, also made contributions to chemistry and physics. What field of technology did her work help develop?","Frequency-hopping spread spectrum","Nuclear fission","Polymer chemistry","Electroplating"
"chemistry-l4-549","4","John Dalton proposed the atomic theory. What was his primary profession besides chemistry?","Meteorologist","Physicist","Mathematician","Biologist"
"chemistry-l4-550","4","Frederick Sanger won two Nobel Prizes in Chemistry. For what achievement did he win his first Nobel Prize?","Determining the structure of proteins","Discovering DNA sequencing","Developing recombinant DNA technology","Synthesizing amino acids"
"chemistry-l4-551","4","Walther Nernst developed the Nernst equation. Which field of chemistry is this equation primarily used in?","Electrochemistry","Organic chemistry","Thermochemistry","Geochemistry"
"chemistry-l4-552","4","Barbara McClintock made discoveries related to transposable elements. Though primarily a biologist, which chemical aspect was central to her work?","DNA structure and mutation","Protein synthesis","Enzyme kinetics","Lipid metabolism"
"chemistry-l4-553","4","Irving Langmuir won a Nobel Prize in Chemistry. Which area of chemistry was his primary focus?","Surface chemistry","Organic synthesis","Nuclear chemistry","Analytical chemistry"
"chemistry-l4-554","4","Pauling's rule relates to crystal structure. What does this rule primarily help predict?","Stability of ionic structures","Melting points of metals","Solubility of salts","Conductivity of semiconductors"
"chemistry-l4-555","4","Emil Fischer won a Nobel Prize for his work on carbohydrates. In which country did he perform most of his research?","Germany","Switzerland","Austria","Belgium"
"chemistry-l4-556","4","George de Mestral invented Velcro, but he also had a chemistry-related profession. What was it?","Engineer","Chemist","Pharmacist","Polymer scientist"
"chemistry-l4-557","4","Max Planck made foundational contributions to quantum mechanics. What is the fundamental constant named after him?","Planck's constant","Boltzmann's constant","Avogadro's constant","Faraday's constant"
"chemistry-l4-558","4","Paul Ehrlich pioneered chemotherapy research. What was his most famous discovery?","Salvarsan","Penicillin","Streptomycin","Tetracycline"
"chemistry-l4-559","4","Willard Libby developed radiocarbon dating. In which year did he win the Nobel Prize for this achievement?","1960","1950","1965","1955"
"chemistry-l4-560","4","Stuard Kauffman worked on complex systems chemistry. What field of study is he primarily associated with?","Origins of life","Synthetic organic chemistry","Inorganic solid-state chemistry","Environmental chemistry"
"chemistry-l4-561","4","Melvin Calvin won a Nobel Prize for his research on photosynthesis. Which cycle is named after him?","Calvin cycle","Citric acid cycle","Krebs cycle","Electron transport cycle"
"chemistry-l4-562","4","Ahmed Zewail pioneered femtochemistry. What does femtochemistry study?","Chemical reactions at femtosecond timescales","Very large molecular structures","Ancient chemical compositions","Reactions in very cold temperatures"
"chemistry-l4-563","4","Karl Ziegler discovered new catalysts for polymerization. What was the commercial impact of his work?","Revolutionized plastic production","Improved metal smelting","Enhanced pharmaceutical synthesis","Simplified nuclear fuel processing"
"chemistry-l4-564","4","Lene Hau made breakthroughs in slowing light. In which university did she conduct most of this research?","Harvard University","MIT","Stanford University","University of Cambridge"
"chemistry-l4-565","4","Vladimir Prelog won a Nobel Prize for his contributions to stereochemistry. Which concept is most associated with his work?","CIP rules","Resonance structures","Valence bond theory","Orbital hybridization"
"chemistry-l4-566","4","Jennifer Doudna co-developed CRISPR gene editing technology. What is her primary field of expertise?","Structural biology","Quantum chemistry","Analytical chemistry","Polymer science"
"chemistry-l4-567","4","Otto Hahn discovered nuclear fission. In which country did he conduct his crucial experiments?","Germany","Austria","Switzerland","Denmark"
"chemistry-l4-568","4","Fiona Stanley contributed to understanding a specific polymer. Which polymer is primarily associated with her recent work?","Rotaxanes","Polystyrene","Polyethylene","Polypropylene"
"chemistry-l4-569","4","Mario Molina won a Nobel Prize for his work on ozone depletion. What chemical compound is primarily responsible for this phenomenon?","Chlorofluorocarbons (CFCs)","Nitrogen oxides","Carbon dioxide","Sulfur dioxide"
"chemistry-l4-570","4","Herbert Brown developed hydroboration reactions. In which field of chemistry are these reactions primarily used?","Organic synthesis","Analytical chemistry","Geochemistry","Environmental chemistry"
"chemistry-l5-571","5","How many electrons does a carbon atom have?","6","4","8","12"
"chemistry-l5-572","5","Which element has the chemical symbol Fe?","Iron","Fluorine","Fermium","Francium"
"chemistry-l5-573","5","What is the pH value of pure water at 25°C?","7","5","8","10"
"chemistry-l5-574","5","How many valence electrons does hydrogen have?","1","2","3","4"
"chemistry-l5-575","5","Which gas is produced when an acid reacts with a metal?","Hydrogen","Oxygen","Chlorine","Nitrogen"
"chemistry-l5-576","5","What is the atomic mass unit approximately equal to?","1/12 of a carbon-12 atom","1/12 of a hydrogen atom","1/16 of an oxygen atom","1/10 of a boron atom"
"chemistry-l5-577","5","How many atoms of hydrogen are in one molecule of ammonia?","3","2","4","5"
"chemistry-l5-578","5","Which element is essential for forming proteins in living organisms?","Nitrogen","Phosphorus","Sulfur","Oxygen"
"chemistry-l5-579","5","What is the state of matter of mercury at room temperature?","Liquid","Solid","Gas","Plasma"
"chemistry-l5-580","5","How many protons does a sulfur atom have?","16","14","18","20"
"chemistry-l5-581","5","Which bond type occurs between hydrogen and chlorine atoms in HCl?","Polar covalent","Nonpolar covalent","Ionic","Coordinate"
"chemistry-l5-582","5","What does the term 'isotope' refer to?","Atoms of the same element with different numbers of neutrons","Atoms of different elements with the same mass number","Atoms with different numbers of protons","Molecules with the same molecular formula but different structures"
"chemistry-l5-583","5","Which element is represented by the symbol Cl?","Chlorine","Calcium","Chromium","Cadmium"
"chemistry-l5-584","5","What is the molecular weight of CO2 approximately?","44 g/mol","30 g/mol","32 g/mol","48 g/mol"
"chemistry-l5-585","5","How many oxygen atoms are in one molecule of sulfuric acid (H2SO4)?","4","2","3","5"
"chemistry-l5-586","5","Which element has atomic number 1?","Hydrogen","Helium","Lithium","Beryllium"
"chemistry-l5-587","5","What type of reaction occurs when sodium reacts with water?","Exothermic","Endothermic","Catalytic","Equilibrium"
"chemistry-l5-588","5","Which gas is released when an alkali reacts with a non-metal oxide?","Water vapor","Hydrogen gas","Oxygen gas","Carbon dioxide"
"chemistry-l5-589","5","What is the term for the number of protons in an atom's nucleus?","Atomic number","Mass number","Electron number","Valence number"
"chemistry-l5-590","5","How many valence electrons does fluorine have?","7","5","6","8"
"chemistry-l5-591","5","Which element forms the backbone of all organic compounds?","Carbon","Hydrogen","Nitrogen","Oxygen"
"chemistry-l5-592","5","What does an acid turn litmus paper into?","Red","Blue","Green","Yellow"
"chemistry-l5-593","5","How many atoms are in one molecule of ethane (C2H6)?","8","6","7","9"
"chemistry-l5-594","5","What is the atomic number of the element neon?","10","8","12","18"
"chemistry-l5-595","5","Which of these elements is a noble gas?","Argon","Nitrogen","Oxygen","Fluorine"
"chemistry-l5-596","5","What is the chemical formula for quicklime?","CaO","Ca(OH)2","CaCO3","Ca2O"
"chemistry-l5-597","5","How many electrons are in the outer shell of a fully ionized sodium ion (Na+)?","10","8","11","12"
"chemistry-l5-598","5","Which ancient Greek philosopher is often credited with proposing that matter is made of indivisible particles called atoms?","Leucippus","Aristotle","Plato","Socrates"
"chemistry-l5-599","5","Which scientist is famous for discovering the nucleus of the atom through the gold foil experiment?","Ernest Rutherford","Hans Geiger","Otto Hahn","Lise Meitner"
"chemistry-l5-600","5","What year did Dmitri Mendeleev publish his periodic table of elements?","1869","1859","1879","1889"
"chemistry-l5-601","5","Who developed the Bohr model of the atom in 1913?","Niels Bohr","Werner Heisenberg","Erwin Schrödinger","Paul Dirac"
"chemistry-l5-602","5","Which French scientist discovered radium and polonium?","Marie Curie","Pierre Curie","Becquerel","Otto Hahn"
"chemistry-l5-603","5","In what year did Marie and Pierre Curie win the Nobel Prize in Physics?","1903","1901","1905","1911"
"chemistry-l5-604","5","Who discovered the element polonium in 1898?","Marie Curie","Pierre Curie","Frédéric Joliot","Irène Joliot-Curie"
"chemistry-l5-605","5","Who formulated the law of conservation of mass in chemistry?","Antoine Lavoisier","Joseph Proust","Claude Louis Berthollet","Jean Baptiste Dumas"
"chemistry-l5-606","5","In what year did Antoine Lavoisier conduct his experiments on combustion that revolutionized chemistry?","1772","1762","1782","1792"
"chemistry-l5-607","5","Which element was discovered by Friedrich Wöhler in 1828, marking the first synthesis of an organic compound?","Urea","Ammonia","Methane","Ethanol"
"chemistry-l5-608","5","Who proposed the law of constant proportions in chemistry?","Joseph Proust","Antoine Lavoisier","John Dalton","Claude Louis Berthollet"
"chemistry-l5-609","5","In what year did Dmitri Mendeleev predict the existence of gallium, scandium, and germanium?","1871","1869","1873","1875"
"chemistry-l5-610","5","Which scientist discovered neon in 1898?","William Ramsay","Morris Travers","Lord Rayleigh","Friedrich Dorn"
"chemistry-l5-611","5","Who discovered the phenomenon of radioactivity in 1896?","Henri Becquerel","Marie Curie","Pierre Curie","Ernest Rutherford"
"chemistry-l5-612","5","In what year did Friedrich August Kekulé propose the benzene ring structure?","1865","1855","1875","1885"
"chemistry-l5-613","5","Who developed the concept of electronegativity in chemistry?","Linus Pauling","Gilbert Newton Lewis","Irving Langmuir","Hermann von Helmholtz"
"chemistry-l5-614","5","Which scientist proposed the octet rule in chemistry?","Gilbert Newton Lewis","Linus Pauling","Irving Langmuir","J.J. Thomson"
"chemistry-l5-615","5","In what year did Amedeo Avogadro propose his hypothesis about gas molecules?","1811","1801","1821","1831"
"chemistry-l5-616","5","Who discovered the element chromium in 1797?","Louis-Nicolas Vauquelin","Martin Klaproth","Jöns Berzelius","Carl Wilhelm Scheele"
"chemistry-l5-617","5","Which scientist is credited with developing the electrochemical series?","Alessandro Volta","Michael Faraday","William Nicholson","Johann Ritter"
"chemistry-l5-618","5","Who discovered the element fluorine in 1810?","André-Marie Ampère","Sir Humphry Davy","Carl Wilhelm Scheele","Claude Louis Berthollet"
"chemistry-l5-619","5","In what year did Michael Faraday discover the laws of electrolysis?","1834","1824","1844","1854"
"chemistry-l5-620","5","Who proposed the concept of chemical bonds?","Gilbert Newton Lewis","Linus Pauling","Hermann von Helmholtz","August Kekulé"
"chemistry-l5-621","5","Which scientist discovered the element potassium through electrolysis in 1807?","Sir Humphry Davy","Michael Faraday","William Nicholson","Johann Ritter"
"chemistry-l5-622","5","In what year did Sir Humphry Davy discover sodium?","1807","1797","1817","1827"
"chemistry-l5-623","5","Who discovered the element iodine in 1811?","Bernard Courtois","Carl Wilhelm Scheele","Jöns Berzelius","Martin Klaproth"
"chemistry-l5-624","5","Which scientist proposed the valence bond theory?","Linus Pauling","Gilbert Newton Lewis","Hermann von Helmholtz","Max Born"
"chemistry-l5-625","5","In what year did Otto Hahn and Fritz Strassmann discover nuclear fission?","1938","1928","1948","1958"
"chemistry-l5-626","5","Who developed the concept of hybridization in chemistry?","Linus Pauling","Erwin Schrödinger","Werner Heisenberg","Max Born"
"chemistry-l5-627","5","Which scientist discovered the element helium in the sun before finding it on Earth?","Norman Lockyer","William Ramsay","Lord Rayleigh","Morris Travers"
"chemistry-l5-628","5","In what year did Linus Pauling publish his book 'The Nature of the Chemical Bond'?","1939","1929","1949","1959"
"chemistry-l5-629","5","Who proposed the concept of isotopes in 1912?","Frederick Soddy","Ernest Rutherford","Joseph John Thomson","Niels Bohr"
"chemistry-l5-630","5","Which scientist discovered the element aluminum through electrolysis?","Friedrich Wöhler","Sir Humphry Davy","Michael Faraday","Hans Christian Oersted"
"chemistry-l5-631","5","In what year did Werner Heisenberg formulate the uncertainty principle?","1927","1917","1937","1947"
"chemistry-l5-632","5","Who discovered the element boron in 1808?","Joseph Gay-Lussac","Louis-Nicolas Vauquelin","Martin Klaproth","Sir Humphry Davy"
"chemistry-l5-633","5","Which scientist proposed the concept of chemical thermodynamics?","Josiah Willard Gibbs","Hermann von Helmholtz","Rudolf Clausius","Lord Kelvin"
"chemistry-l5-634","5","What is the smallest known atom by radius?","Helium","Hydrogen","Lithium","Neon"
"chemistry-l5-635","5","Which element has the highest density of all elements at room temperature?","Osmium","Iridium","Platinum","Tungsten"
"chemistry-l5-636","5","What is the highest oxidation state observed in a transition metal compound?","+8","+7","+6","+9"
"chemistry-l5-637","5","Which compound holds the record for the strongest known acid?","Fluoroantimonic acid","Sulfuric acid","Nitric acid","Perchloric acid"
"chemistry-l5-638","5","What is the record for the largest number of atoms in a single molecule synthetically created?","Over 100,000","Over 50,000","Over 10,000","Over 200,000"
"chemistry-l5-639","5","Which element has the lowest boiling point of all elements?","Helium","Hydrogen","Neon","Fluorine"
"chemistry-l5-640","5","What is the record atomic number for a confirmed synthetic element?","118","120","116","119"
"chemistry-l5-641","5","What is the record for the shortest known chemical bond length?","Carbon-carbon bond in diatomics","Hydrogen-hydrogen bond","Beryllium-beryllium bond","Lithium-lithium bond"
"chemistry-l5-642","5","What is the highest temperature ever achieved in a laboratory experiment?","Over 5 trillion Kelvin","Over 1 trillion Kelvin","Over 100 billion Kelvin","Over 10 trillion Kelvin"
"chemistry-l5-643","5","Which element was the last to be discovered naturally on Earth before synthetic elements?","Francium","Technetium","Promethium","Neptunium"
"chemistry-l5-644","5","What is the record number of isotopes for a single element?","Over 30","Over 20","Over 40","Over 15"
"chemistry-l5-645","5","Which element has the largest atomic radius of all elements?","Francium","Cesium","Rubidium","Potassium"
"chemistry-l5-646","5","What is the highest pressure ever achieved in a laboratory?","Over 500 GPa","Over 300 GPa","Over 700 GPa","Over 100 GPa"
"chemistry-l5-647","5","Which compound has the record for the longest carbon-carbon single bond?","Hexaethylethane","Pentaethylethane","Butaethylethane","Heptaethylethane"
"chemistry-l5-648","5","What is the record for the smallest pH value ever measured?","Below -14","Below -10","Below -20","Below -5"
"chemistry-l5-649","5","Which element has the highest heat of vaporization?","Water (hydrogen-oxygen)","Liquid ammonia","Liquid methane","Liquid ethanol"
"chemistry-l5-650","5","What is the record for the most stable radioactive isotope with the longest half-life?","Tellurium-128","Bismuth-209","Thorium-232","Uranium-238"
"chemistry-l5-651","5","Which polymer has the highest melting point among all synthetic polymers?","Polyimide","Polystyrene","Polyethylene terephthalate","Polypropylene"
"chemistry-l5-652","5","What is the record for the fastest chemical reaction rate measured?","Femtoseconds or attoseconds","Picoseconds","Nanoseconds","Microseconds"
"chemistry-l5-653","5","Which element has the most stable nucleus among all elements?","Iron-56","Nickel-58","Cobalt-59","Manganese-55"
"chemistry-l5-654","5","What is the record atomic mass of any element ever synthesized?","294","292","296","290"
"chemistry-l5-655","5","Which metal has the lowest melting point among all metals?","Mercury","Gallium","Cesium","Rubidium"
"chemistry-l5-656","5","What is the record for the highest number of electrons ever recorded in a single ion?","Over 100","Over 50","Over 200","Over 30"
"chemistry-l5-657","5","Which element has the highest specific heat capacity of all elements?","Hydrogen","Carbon","Helium","Nitrogen"
"chemistry-l5-658","5","What is the record for the largest organic molecule synthesized in a laboratory?","Over 1 million atomic mass units","Over 500,000 atomic mass units","Over 2 million atomic mass units","Over 100,000 atomic mass units"
"chemistry-l5-659","5","Which acid has the record for the most corrosive properties?","Fluoroantimonic acid","Sulfuric acid","Aqua regia","Nitric acid"
"chemistry-l5-660","5","What is the record for the longest known chemical bond?","Extremely long in polymers","In diamond structures","In graphene sheets","In fullerenes"
"chemistry-l5-661","5","Which element has the highest neutron capture cross-section?","Cadmium-113","Boron-10","Gadolinium-157","Xenon-135"
"chemistry-l5-662","5","What is the record for the smallest volume ever achieved in chemistry experiments?","Attoliters","Femtoliters","Picoliters","Nanoliters"
"chemistry-l5-663","5","Which isotope has the record for the shortest half-life ever measured?","Hydrogen-5","Helium-6","Lithium-8","Beryllium-10"
"chemistry-l5-664","5","What is the record for the most electronegative element in a chemical compound?","Fluorine","Chlorine","Oxygen","Nitrogen"
"chemistry-l5-665","5","Which compound has the record for the greatest number of valence electrons?","Sulfur hexafluoride","Phosphorus pentachloride","Silicon tetrachloride","Chlorine pentafluoride"
"chemistry-l5-666","5","What is the record for the highest bond dissociation energy ever recorded?","Carbon monoxide","Nitrogen gas","Hydrogen fluoride","Chlorine gas"
"chemistry-l5-667","5","Which element shows the record for having the most oxidation states?","Manganese","Chromium","Iron","Cobalt"
"chemistry-l5-668","5","What is the record for the most crystal polymorphs ever found for a single compound?","Over 20","Over 10","Over 30","Over 5"
"chemistry-l5-669","5","Which metal has the record for the highest tensile strength?","Steel alloys","Titanium","Aluminum","Copper"
"chemistry-l5-670","5","What is the record for the most complex protein structure resolved by X-ray crystallography?","Over 10,000 atoms","Over 5,000 atoms","Over 20,000 atoms","Over 1,000 atoms"
"chemistry-l5-671","5","Marie Curie won Nobel Prizes in how many different scientific fields?","Two","One","Three","Four"
"chemistry-l5-672","5","Which chemist discovered the element radium alongside Marie Curie?","Pierre Curie","Ernest Rutherford","Wilhelm Röntgen","Niels Bohr"
"chemistry-l5-673","5","What is the first name of the chemist Mendeleev who created the periodic table?","Dmitri","Vladimir","Boris","Sergei"
"chemistry-l5-674","5","Antoine Lavoisier is often called the father of which scientific field?","Modern chemistry","Alchemy","Biochemistry","Organic chemistry"
"chemistry-l5-675","5","Which nationality was the chemist Linus Pauling?","American","British","German","Swiss"
"chemistry-l5-676","5","Robert Boyle formulated which famous gas law in the 17th century?","Boyle's Law","Charles's Law","Gay-Lussac's Law","Avogadro's Law"
"chemistry-l5-677","5","What element is named after the chemist Alfred Nobel?","Nobelium","Nobelite","Nobeline","Nobelium"
"chemistry-l5-678","5","Jöns Jacob Berzelius discovered which element in 1807?","Cerium","Thorium","Selenium","Scandium"
"chemistry-l5-679","5","Which chemist developed the theory of electrochemistry?","Michael Faraday","Joseph Priestley","Henry Cavendish","John Dalton"
"chemistry-l5-680","5","Gilbert Lewis proposed the concept of what type of bonding in chemistry?","Covalent bonds","Hydrogen bonds","Ionic bonds","Metallic bonds"
"chemistry-l5-681","5","What was John Dalton's primary contribution to chemistry?","Atomic theory","Periodic table","Electrochemistry","Organic synthesis"
"chemistry-l5-682","5","Which chemist first synthesized urea in a laboratory?","Friedrich Wöhler","August Kekulé","Justus von Liebig","Hermann Kolbe"
"chemistry-l5-683","5","August Kekulé is most famous for discovering the structure of which molecule?","Benzene","Ethane","Methane","Propane"
"chemistry-l5-684","5","How many times did Linus Pauling win the Nobel Prize?","Two","One","Three","Four"
"chemistry-l5-685","5","What is the name of the chemist who discovered chlorine?","Carl Wilhelm Scheele","Humphry Davy","Joseph Gay-Lussac","Pierre Dulong"
"chemistry-l5-686","5","Dorothy Hodgkin won a Nobel Prize for her work in which field?","X-ray crystallography","Radioactivity","Electrochemistry","Polymer science"
"chemistry-l5-687","5","Which chemist discovered the noble gases?","William Ramsay","Henry Cavendish","Joseph Priestley","Carl Scheele"
"chemistry-l5-688","5","Humphry Davy discovered which element by electrolysis?","Sodium","Chlorine","Potassium","Lithium"
"chemistry-l5-689","5","What was Rosalind Franklin's major contribution to science?","DNA structure research","Radioactive elements","Periodic table elements","Gas laws"
"chemistry-l5-690","5","Which chemist introduced the concept of oxidation and reduction?","Antoine Lavoisier","Michael Faraday","Gilbert Lewis","August Kekulé"
"chemistry-l5-691","5","What is the nationality of the chemist Svante Arrhenius?","Swedish","Norwegian","Danish","Finnish"
"chemistry-l5-692","5","Svante Arrhenius developed which important chemical theory?","Theory of electrolytic dissociation","Quantum mechanics","Valence theory","Molecular orbital theory"
"chemistry-l5-693","5","Which chemist proposed the idea of chemical bonding through electron sharing?","Irving Langmuir","J.J. Thomson","Ernest Rutherford","Niels Bohr"
"chemistry-l5-694","5","What element is named after Marie Curie?","Curium","Curieium","Marieite","Polonium"
"chemistry-l5-695","5","Which chemist discovered the element fluorine?","Henri Moissan","Humphry Davy","Carl Scheele","Joseph Gay-Lussac"
"chemistry-l5-696","5","What was the primary field of research for Linus Pauling besides chemistry?","Molecular disease","Nuclear physics","Quantum mechanics","Biochemistry"
"chemistry-l5-697","5","Which chemist developed the theory of chemical thermodynamics?","Josiah Gibbs","Rudolf Clausius","Nicholas Léonard Sadi Carnot","William Thomson"
"chemistry-l5-698","5","Ellen Swallow Richards was a pioneer in which chemistry field?","Environmental chemistry","Organic chemistry","Nuclear chemistry","Analytical chemistry"
"chemistry-l5-699","5","What nationality was the chemist Friedrich August Kekulé?","German","French","Swiss","Austrian"
"chemistry-l5-700","5","Justus von Liebig is known for pioneering which branch of chemistry?","Agricultural chemistry","Pharmaceutical chemistry","Industrial chemistry","Food chemistry"
"chemistry-l5-701","5","Which chemist first synthesized a complex organic compound in the laboratory?","Friedrich Wöhler","August Kekulé","Justus von Liebig","Hermann Kolbe"
"chemistry-l5-702","5","What was the primary focus of Peter Debye's chemical research?","Molecular structure and dipole moments","Electrochemistry","Radioactive decay","Gas laws"
"chemistry-l5-703","5","Which chemist discovered the element chromium?","Louis-Nicolas Vauquelin","Carl Scheele","Humphry Davy","William Ramsay"
"chemistry-l5-704","5","Linus Pauling was awarded a Nobel Prize in Chemistry for his work on which topic?","Chemical bonding","Protein structure","X-ray crystallography","Quantum mechanics"
"chemistry-l5-705","5","Which chemist proposed the valence bond theory?","Linus Pauling","Robert Mulliken","Gilbert Lewis","Irving Langmuir"
"chemistry-l5-706","5","What country was chemist Hans von Euler-Chelpin from?","Sweden","Germany","Austria","Switzerland"
"chemistry-l5-707","5","Which chemist discovered the element aluminum through electrolysis?","Charles Martin Hall","Friedrich Wöhler","Humphry Davy","Michael Faraday"
"chemistry-l6-708","6","Which type of bond involves the sharing of electrons between atoms?","Covalent bond","Ionic bond","Metallic bond","Hydrogen bond"
"chemistry-l6-709","6","How many electrons does a neutral oxygen atom have?","8","6","10","16"
"chemistry-l6-710","6","What is the name of the process where a solid directly becomes a gas?","Sublimation","Evaporation","Condensation","Deposition"
"chemistry-l6-711","6","Which gas do plants primarily use for photosynthesis?","Carbon dioxide","Oxygen","Nitrogen","Hydrogen"
"chemistry-l6-712","6","How many atoms of hydrogen are in one molecule of methane (CH4)?","4","1","2","8"
"chemistry-l6-713","6","Which state of matter has a definite shape and definite volume?","Solid","Liquid","Gas","Plasma"
"chemistry-l6-714","6","What is the atomic mass of hydrogen?","1","0.5","2","1.5"
"chemistry-l6-715","6","Which element is essential for forming the backbone of all organic molecules?","Carbon","Nitrogen","Oxygen","Sulfur"
"chemistry-l6-716","6","What is the name of the negatively charged ion?","Anion","Cation","Radical","Isomer"
"chemistry-l6-717","6","How many valence electrons does a neutral sodium atom have?","1","2","7","11"
"chemistry-l6-718","6","Which type of reaction involves the combination of two substances to form one product?","Synthesis reaction","Decomposition reaction","Displacement reaction","Combustion reaction"
"chemistry-l6-719","6","What is the atomic number of calcium?","20","12","18","40"
"chemistry-l6-720","6","Which element has the chemical symbol 'Fe'?","Iron","Fluorine","Fermium","Francium"
"chemistry-l6-721","6","What is the name of the positively charged ion?","Cation","Anion","Radical","Polymer"
"chemistry-l6-722","6","How many protons does an atom of chlorine have?","17","18","16","35"
"chemistry-l6-723","6","What is the chemical formula for hydrochloric acid?","HCl","H2Cl","HClO","Cl2H"
"chemistry-l6-724","6","Which noble gas is the most abundant in the Earth's atmosphere?","Argon","Helium","Neon","Krypton"
"chemistry-l6-725","6","What is the name of the energy required to remove an electron from an atom?","Ionization energy","Activation energy","Bond energy","Lattice energy"
"chemistry-l6-726","6","What is the chemical symbol for manganese?","Mn","Mg","Mo","Mt"
"chemistry-l6-727","6","Which state of matter has particles that are far apart and move freely?","Gas","Liquid","Solid","Plasma"
"chemistry-l6-728","6","Which element is the primary component of diamonds?","Carbon","Silicon","Boron","Nitrogen"
"chemistry-l6-729","6","What is the chemical formula for calcium hydroxide?","Ca(OH)2","CaOH","Ca2OH","CaO2H"
"chemistry-l6-730","6","What is the name of the scale used to measure the acidity or basicity of a substance?","pH scale","Molarity scale","Density scale","Solubility scale"
"chemistry-l6-731","6","Which element has the highest atomic number that occurs naturally?","Uranium","Thorium","Polonium","Radium"
"chemistry-l6-732","6","What is the chemical formula for sodium carbonate?","Na2CO3","NaCO3","Na3CO3","NaC2O3"
"chemistry-l6-733","6","How many valence electrons does a neutral chlorine atom have?","7","5","6","17"
"chemistry-l6-734","6","Which scientist is credited with discovering the law of conservation of mass in 1785?","Antoine Lavoisier","Joseph Proust","John Dalton","Claude-Louis Berthollet"
"chemistry-l6-735","6","In what year did Dmitri Mendeleev publish his periodic table of elements?","1869","1865","1872","1878"
"chemistry-l6-736","6","Which chemist developed the phlogiston theory in the 17th century?","Georg Ernst Stahl","Robert Boyle","Joseph Black","Henry Cavendish"
"chemistry-l6-737","6","Who discovered oxygen in 1774, though it was initially called 'dephlogisticated air'?","Joseph Priestley","Carl Wilhelm Scheele","Antoine Lavoisier","Humphry Davy"
"chemistry-l6-738","6","What was the name of the 1913 model proposed by Niels Bohr describing the structure of the atom?","Bohr model","Rutherford model","Thomson model","Planck model"
"chemistry-l6-739","6","Which scientist proposed the law of multiple proportions in 1808?","John Dalton","Joseph Gay-Lussac","Amedeo Avogadro","Jöns Jacob Berzelius"
"chemistry-l6-740","6","In what century did Robert Boyle establish Boyle's Law regarding gas pressure and volume?","17th century","18th century","16th century","19th century"
